date,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
2016-10-16,27,35,19,28.0,28.0,28.0,9.0,12.0,13.0,1012.19,1011.36,1010.86,61.0,48.0,57.0,6.0,15.0,18.0,35.0,34.0,34.0,20.0,23.0,22.0,15.0,15.0,17.0,1.0,9.0,8.0,1015.0,1014.0,1014.0,1008.0,1000.0,1007.0,0.0,0.0,0.0
2016-10-17,26,34,19,27.0,28.0,28.0,10.0,9.0,12.0,1013.15,1012.19,1011.36,62.0,61.0,48.0,12.0,6.0,15.0,35.0,35.0,34.0,19.0,20.0,23.0,16.0,15.0,15.0,6.0,1.0,9.0,1016.0,1015.0,1014.0,1001.0,1008.0,1000.0,0.0,0.0,0.0
2016-10-18,26,35,18,26.0,27.0,28.0,10.0,10.0,9.0,1012.3,1013.15,1012.19,57.0,62.0,61.0,11.0,12.0,6.0,34.0,35.0,35.0,19.0,19.0,20.0,16.0,16.0,15.0,6.0,6.0,1.0,1015.0,1016.0,1015.0,1008.0,1001.0,1008.0,0.0,0.0,0.0
2016-10-19,28,35,20,26.0,26.0,27.0,7.0,10.0,10.0,1011.33,1012.3,1013.15,57.0,57.0,62.0,8.0,11.0,12.0,35.0,34.0,35.0,18.0,19.0,19.0,14.0,16.0,16.0,4.0,6.0,6.0,1014.0,1015.0,1016.0,1007.0,1008.0,1001.0,0.0,0.0,0.0
2016-10-20,28,34,22,28.0,26.0,26.0,8.0,7.0,10.0,1010.4,1011.33,1012.3,49.0,57.0,57.0,10.0,8.0,11.0,35.0,35.0,34.0,20.0,18.0,19.0,11.0,14.0,16.0,5.0,4.0,6.0,1013.0,1014.0,1015.0,1006.0,1007.0,1008.0,0.0,0.0,0.0
2016-10-21,28,34,21,28.0,28.0,26.0,8.0,8.0,7.0,1009.43,1010.4,1011.33,38.0,49.0,57.0,10.0,10.0,8.0,34.0,35.0,35.0,22.0,20.0,18.0,9.0,11.0,14.0,6.0,5.0,4.0,1012.0,1013.0,1014.0,1006.0,1006.0,1007.0,0.0,0.0,0.0
2016-10-22,28,34,21,28.0,28.0,28.0,9.0,8.0,8.0,1010.65,1009.43,1010.4,47.0,38.0,49.0,12.0,10.0,10.0,34.0,34.0,35.0,21.0,22.0,20.0,12.0,9.0,11.0,5.0,6.0,5.0,1013.0,1012.0,1013.0,1007.0,1006.0,1006.0,0.0,0.0,0.0
2016-10-23,28,34,21,28.0,28.0,28.0,10.0,9.0,8.0,1011.64,1010.65,1009.43,47.0,47.0,38.0,15.0,12.0,10.0,34.0,34.0,34.0,21.0,21.0,22.0,15.0,12.0,9.0,8.0,5.0,6.0,1015.0,1013.0,1012.0,1008.0,1007.0,1006.0,0.0,0.0,0.0
2016-10-24,27,33,21,28.0,28.0,28.0,10.0,10.0,9.0,1011.44,1011.64,1010.65,53.0,47.0,47.0,14.0,15.0,12.0,34.0,34.0,34.0,21.0,21.0,21.0,13.0,15.0,12.0,7.0,8.0,5.0,1014.0,1015.0,1013.0,1007.0,1008.0,1007.0,0.0,0.0,0.0
2016-10-25,27,33,21,27.0,28.0,28.0,11.0,10.0,10.0,1010.78,1011.44,1011.64,47.0,53.0,47.0,14.0,14.0,15.0,33.0,34.0,34.0,21.0,21.0,21.0,13.0,13.0,15.0,9.0,7.0,8.0,1014.0,1014.0,1015.0,1007.0,1007.0,1008.0,0.0,0.0,0.0
2016-10-26,28,34,21,27.0,27.0,28.0,11.0,11.0,10.0,1010.9,1010.78,1011.44,50.0,47.0,53.0,18.0,14.0,14.0,33.0,33.0,34.0,21.0,21.0,21.0,13.0,13.0,13.0,9.0,9.0,7.0,1014.0,1014.0,1014.0,1002.0,1007.0,1007.0,0.0,0.0,0.0
2016-10-27,26,34,17,28.0,27.0,27.0,10.0,11.0,11.0,1013.2,1010.9,1010.78,53.0,50.0,47.0,13.0,18.0,14.0,34.0,33.0,33.0,21.0,21.0,21.0,16.0,13.0,13.0,5.0,9.0,9.0,1016.0,1014.0,1014.0,1009.0,1002.0,1007.0,0.0,0.0,0.0
2016-10-28,24,33,16,26.0,28.0,27.0,4.0,10.0,11.0,1015.66,1013.2,1010.9,43.0,53.0,50.0,6.0,13.0,18.0,34.0,34.0,33.0,17.0,21.0,21.0,11.0,16.0,13.0,-3.0,5.0,9.0,1019.0,1016.0,1014.0,1002.0,1009.0,1002.0,0.0,0.0,0.0
2016-10-29,24,34,15,24.0,26.0,28.0,5.0,4.0,10.0,1014.43,1015.66,1013.2,50.0,43.0,53.0,5.0,6.0,13.0,33.0,34.0,34.0,16.0,17.0,21.0,15.0,11.0,16.0,-4.0,-3.0,5.0,1017.0,1019.0,1016.0,1010.0,1002.0,1009.0,0.0,0.0,0.0
2016-10-30,24,34,15,24.0,24.0,26.0,5.0,5.0,4.0,1013.59,1014.43,1015.66,77.0,50.0,43.0,6.0,5.0,6.0,34.0,33.0,34.0,15.0,16.0,17.0,13.0,15.0,11.0,-1.0,-4.0,-3.0,1016.0,1017.0,1019.0,1010.0,1010.0,1002.0,0.0,0.0,0.0
2016-10-31,24,32,15,24.0,24.0,24.0,5.0,5.0,5.0,1015.54,1013.59,1014.43,50.0,77.0,50.0,6.0,6.0,5.0,34.0,34.0,33.0,15.0,15.0,16.0,11.0,13.0,15.0,-1.0,-1.0,-4.0,1018.0,1016.0,1017.0,1012.0,1010.0,1010.0,0.0,0.0,0.0
2016-11-01,24,31,17,24.0,24.0,24.0,7.0,5.0,5.0,1017.94,1015.54,1013.59,49.0,50.0,77.0,16.0,6.0,6.0,32.0,34.0,34.0,15.0,15.0,15.0,11.0,11.0,13.0,3.0,-1.0,-1.0,1021.0,1018.0,1016.0,1002.0,1012.0,1010.0,0.0,0.0,0.0
2016-11-02,22,30,14,24.0,24.0,24.0,8.0,7.0,5.0,1017.56,1017.94,1015.54,63.0,49.0,50.0,13.0,16.0,6.0,31.0,32.0,34.0,17.0,15.0,15.0,13.0,11.0,11.0,3.0,3.0,-1.0,1020.0,1021.0,1018.0,1014.0,1002.0,1012.0,0.0,0.0,0.0
2016-11-03,22,30,14,22.0,24.0,24.0,9.0,8.0,7.0,1017.16,1017.56,1017.94,59.0,63.0,49.0,17.0,13.0,16.0,30.0,31.0,32.0,14.0,17.0,15.0,12.0,13.0,11.0,5.0,3.0,3.0,1020.0,1020.0,1021.0,1014.0,1014.0,1002.0,0.0,0.0,0.0
2016-11-04,23,31,15,22.0,22.0,24.0,10.0,9.0,8.0,1017.35,1017.16,1017.56,72.0,59.0,63.0,14.0,17.0,13.0,30.0,30.0,31.0,14.0,14.0,17.0,14.0,12.0,13.0,7.0,5.0,3.0,1020.0,1020.0,1020.0,1014.0,1014.0,1014.0,0.0,0.0,0.0
2016-11-05,22,31,14,23.0,22.0,22.0,9.0,10.0,9.0,1014.39,1017.35,1017.16,64.0,72.0,59.0,14.0,14.0,17.0,31.0,30.0,30.0,15.0,14.0,14.0,14.0,14.0,12.0,6.0,7.0,5.0,1017.0,1020.0,1020.0,1010.0,1014.0,1014.0,0.0,0.0,0.0
2016-11-06,23,33,13,22.0,23.0,22.0,6.0,9.0,10.0,1012.07,1014.39,1017.35,68.0,64.0,72.0,8.0,14.0,14.0,31.0,31.0,30.0,14.0,15.0,14.0,13.0,14.0,14.0,0.0,6.0,7.0,1015.0,1017.0,1020.0,1008.0,1010.0,1014.0,0.0,0.0,0.0
2016-11-07,24,31,17,23.0,22.0,23.0,3.0,6.0,9.0,1012.68,1012.07,1014.39,59.0,68.0,64.0,7.0,8.0,14.0,33.0,31.0,31.0,13.0,14.0,15.0,9.0,13.0,14.0,-3.0,0.0,6.0,1015.0,1015.0,1017.0,1009.0,1008.0,1010.0,0.0,0.0,0.0
2016-11-08,22,31,13,24.0,23.0,22.0,2.0,3.0,6.0,1014.56,1012.68,1012.07,37.0,59.0,68.0,9.0,7.0,8.0,31.0,33.0,31.0,17.0,13.0,14.0,5.0,9.0,13.0,-1.0,-3.0,0.0,1017.0,1015.0,1015.0,1011.0,1009.0,1008.0,0.0,0.0,0.0
2016-11-09,22,32,12,22.0,24.0,23.0,4.0,2.0,3.0,1015.83,1014.56,1012.68,67.0,37.0,59.0,8.0,9.0,7.0,31.0,31.0,33.0,13.0,17.0,13.0,10.0,5.0,9.0,-5.0,-1.0,-3.0,1018.0,1017.0,1015.0,1012.0,1011.0,1009.0,0.0,0.0,0.0
2016-11-10,24,32,16,22.0,22.0,24.0,2.0,4.0,2.0,1016.26,1015.83,1014.56,45.0,67.0,37.0,6.0,8.0,9.0,32.0,31.0,31.0,12.0,13.0,17.0,6.0,10.0,5.0,-3.0,-5.0,-1.0,1019.0,1018.0,1017.0,1013.0,1012.0,1011.0,0.0,0.0,0.0
2016-11-11,24,32,15,24.0,22.0,22.0,3.0,2.0,4.0,1015.07,1016.26,1015.83,49.0,45.0,67.0,7.0,6.0,8.0,32.0,32.0,31.0,16.0,12.0,13.0,7.0,6.0,10.0,-3.0,-3.0,-5.0,1018.0,1019.0,1018.0,1011.0,1013.0,1012.0,0.0,0.0,0.0
2016-11-12,22,31,14,24.0,24.0,22.0,4.0,3.0,2.0,1014.72,1015.07,1016.26,49.0,49.0,45.0,13.0,7.0,6.0,32.0,32.0,32.0,15.0,16.0,12.0,10.0,7.0,6.0,-1.0,-3.0,-3.0,1017.0,1018.0,1019.0,1011.0,1011.0,1013.0,0.0,0.0,0.0
2016-11-13,22,30,14,22.0,24.0,24.0,5.0,4.0,3.0,1015.83,1014.72,1015.07,48.0,49.0,49.0,10.0,13.0,7.0,31.0,32.0,32.0,14.0,15.0,16.0,10.0,10.0,7.0,2.0,-1.0,-3.0,1018.0,1017.0,1018.0,1013.0,1011.0,1011.0,0.0,0.0,0.0
2016-11-14,22,30,13,22.0,22.0,24.0,6.0,5.0,4.0,1017.25,1015.83,1014.72,52.0,48.0,49.0,10.0,10.0,13.0,30.0,31.0,32.0,14.0,14.0,15.0,11.0,10.0,10.0,3.0,2.0,-1.0,1020.0,1018.0,1017.0,1014.0,1013.0,1011.0,0.0,0.0,0.0
2016-11-15,20,28,12,22.0,22.0,22.0,6.0,6.0,5.0,1016.8,1017.25,1015.83,55.0,52.0,48.0,10.0,10.0,10.0,30.0,30.0,31.0,13.0,14.0,14.0,10.0,11.0,10.0,1.0,3.0,2.0,1019.0,1020.0,1018.0,1014.0,1014.0,1013.0,0.0,0.0,0.0
2016-11-16,20,29,12,20.0,22.0,22.0,6.0,6.0,6.0,1016.76,1016.8,1017.25,63.0,55.0,52.0,12.0,10.0,10.0,28.0,30.0,30.0,12.0,13.0,14.0,11.0,10.0,11.0,1.0,1.0,3.0,1019.0,1019.0,1020.0,1014.0,1014.0,1014.0,0.0,0.0,0.0
2016-11-17,20,29,12,20.0,20.0,22.0,6.0,6.0,6.0,1018.41,1016.76,1016.8,59.0,63.0,55.0,14.0,12.0,10.0,29.0,28.0,30.0,12.0,12.0,13.0,10.0,11.0,10.0,4.0,1.0,1.0,1021.0,1019.0,1019.0,1016.0,1014.0,1014.0,0.0,0.0,0.0
2016-11-18,20,30,11,20.0,20.0,20.0,5.0,6.0,6.0,1018.46,1018.41,1016.76,63.0,59.0,63.0,12.0,14.0,12.0,29.0,29.0,28.0,12.0,12.0,12.0,11.0,10.0,11.0,2.0,4.0,1.0,1022.0,1021.0,1019.0,1015.0,1016.0,1014.0,0.0,0.0,0.0
2016-11-19,20,30,11,20.0,20.0,20.0,4.0,5.0,6.0,1016.47,1018.46,1018.41,72.0,63.0,59.0,8.0,12.0,14.0,30.0,29.0,29.0,11.0,12.0,12.0,11.0,11.0,10.0,-1.0,2.0,4.0,1020.0,1022.0,1021.0,1013.0,1015.0,1016.0,0.0,0.0,0.0
2016-11-20,21,31,11,20.0,20.0,20.0,3.0,4.0,5.0,1014.0,1016.47,1018.46,55.0,72.0,63.0,10.0,8.0,12.0,30.0,30.0,29.0,11.0,11.0,12.0,9.0,11.0,11.0,-2.0,-1.0,2.0,1017.0,1020.0,1022.0,1010.0,1013.0,1015.0,0.0,0.0,0.0
2016-11-21,22,31,12,21.0,20.0,20.0,4.0,3.0,4.0,1014.34,1014.0,1016.47,63.0,55.0,72.0,9.0,10.0,8.0,31.0,30.0,30.0,11.0,11.0,11.0,9.0,9.0,11.0,-1.0,-2.0,-1.0,1017.0,1017.0,1020.0,1011.0,1010.0,1013.0,0.0,0.0,0.0
2016-11-22,21,30,12,22.0,21.0,20.0,5.0,4.0,3.0,1015.13,1014.34,1014.0,63.0,63.0,55.0,7.0,9.0,10.0,31.0,31.0,30.0,12.0,11.0,11.0,11.0,9.0,9.0,-1.0,-1.0,-2.0,1018.0,1017.0,1017.0,1012.0,1011.0,1010.0,0.0,0.0,0.0
2016-11-23,22,30,13,21.0,22.0,21.0,6.0,5.0,4.0,1014.61,1015.13,1014.34,67.0,63.0,63.0,13.0,7.0,9.0,30.0,31.0,31.0,12.0,12.0,11.0,10.0,11.0,9.0,2.0,-1.0,-1.0,1018.0,1018.0,1017.0,1011.0,1012.0,1011.0,0.0,0.0,0.0
2016-11-24,22,31,12,22.0,21.0,22.0,5.0,6.0,5.0,1014.49,1014.61,1015.13,52.0,67.0,63.0,14.0,13.0,7.0,30.0,30.0,31.0,13.0,12.0,12.0,10.0,10.0,11.0,2.0,2.0,-1.0,1017.0,1018.0,1018.0,1011.0,1011.0,1012.0,0.0,0.0,0.0
2016-11-25,20,29,12,22.0,22.0,21.0,6.0,5.0,6.0,1016.5,1014.49,1014.61,67.0,52.0,67.0,13.0,14.0,13.0,31.0,30.0,30.0,12.0,13.0,12.0,12.0,10.0,10.0,0.0,2.0,2.0,1019.0,1017.0,1018.0,1013.0,1011.0,1011.0,0.0,0.0,0.0
2016-11-26,23,30,16,20.0,22.0,22.0,4.0,6.0,5.0,1015.93,1016.5,1014.49,69.0,67.0,52.0,7.0,13.0,14.0,29.0,31.0,30.0,12.0,12.0,13.0,11.0,12.0,10.0,-2.0,0.0,2.0,1019.0,1019.0,1017.0,1012.0,1013.0,1011.0,0.0,0.0,0.0
2016-11-27,24,30,17,23.0,20.0,22.0,3.0,4.0,6.0,1015.43,1015.93,1016.5,35.0,69.0,67.0,9.0,7.0,13.0,30.0,29.0,31.0,16.0,12.0,12.0,7.0,11.0,12.0,0.0,-2.0,0.0,1018.0,1019.0,1019.0,1012.0,1012.0,1013.0,0.0,0.0,0.0
2016-11-28,22,30,14,24.0,23.0,20.0,4.0,3.0,4.0,1015.84,1015.43,1015.93,46.0,35.0,69.0,13.0,9.0,7.0,30.0,30.0,29.0,17.0,16.0,12.0,7.0,7.0,11.0,2.0,0.0,-2.0,1019.0,1018.0,1019.0,1012.0,1012.0,1012.0,0.0,0.0,0.0
2016-11-29,22,31,12,22.0,24.0,23.0,4.0,4.0,3.0,1015.18,1015.84,1015.43,55.0,46.0,35.0,8.0,13.0,9.0,30.0,30.0,30.0,14.0,17.0,16.0,10.0,7.0,7.0,0.0,2.0,0.0,1018.0,1019.0,1018.0,1011.0,1012.0,1012.0,0.0,0.0,0.0
2016-11-30,20,29,12,22.0,22.0,24.0,6.0,4.0,4.0,1015.84,1015.18,1015.84,67.0,55.0,46.0,9.0,8.0,13.0,31.0,30.0,30.0,12.0,14.0,17.0,11.0,10.0,7.0,1.0,0.0,2.0,1018.0,1018.0,1019.0,1012.0,1011.0,1012.0,0.0,0.0,0.0
2016-12-01,20,28,12,20.0,22.0,22.0,7.0,6.0,4.0,1016.88,1015.84,1015.18,63.0,67.0,55.0,16.0,9.0,8.0,29.0,31.0,30.0,12.0,12.0,14.0,10.0,11.0,10.0,1.0,1.0,0.0,1020.0,1018.0,1018.0,1014.0,1012.0,1011.0,0.0,0.0,0.0
2016-12-02,22,28,16,20.0,20.0,22.0,10.0,7.0,6.0,1017.07,1016.88,1015.84,68.0,63.0,67.0,26.0,16.0,9.0,28.0,29.0,31.0,12.0,12.0,12.0,13.0,10.0,11.0,7.0,1.0,1.0,1020.0,1020.0,1018.0,1014.0,1014.0,1012.0,0.0,0.0,0.0
2016-12-03,19,27,11,22.0,20.0,20.0,10.0,10.0,7.0,1018.3,1017.07,1016.88,74.0,68.0,63.0,18.0,26.0,16.0,28.0,28.0,29.0,16.0,12.0,12.0,15.0,13.0,10.0,6.0,7.0,1.0,1021.0,1020.0,1020.0,1016.0,1014.0,1014.0,0.0,0.0,0.0
2016-12-04,18,27,10,19.0,22.0,20.0,5.0,10.0,10.0,1020.31,1018.3,1017.07,82.0,74.0,68.0,8.0,18.0,26.0,27.0,28.0,28.0,11.0,16.0,12.0,12.0,15.0,13.0,-2.0,6.0,7.0,1023.0,1021.0,1020.0,1018.0,1016.0,1014.0,0.0,0.0,0.0
2016-12-05,19,27,11,18.0,19.0,22.0,5.0,5.0,10.0,1020.79,1020.31,1018.3,62.0,82.0,74.0,21.0,8.0,18.0,27.0,27.0,28.0,10.0,11.0,16.0,9.0,12.0,15.0,1.0,-2.0,6.0,1024.0,1023.0,1021.0,1018.0,1018.0,1016.0,0.0,0.0,0.0
2016-12-06,20,29,11,19.0,18.0,19.0,6.0,5.0,5.0,1018.63,1020.79,1020.31,67.0,62.0,82.0,14.0,21.0,8.0,27.0,27.0,27.0,11.0,10.0,11.0,10.0,9.0,12.0,3.0,1.0,-2.0,1021.0,1024.0,1023.0,1015.0,1018.0,1018.0,0.0,0.0,0.0
2016-12-07,20,29,11,20.0,19.0,18.0,6.0,6.0,5.0,1018.6,1018.63,1020.79,77.0,67.0,62.0,10.0,14.0,21.0,29.0,27.0,27.0,11.0,11.0,10.0,11.0,10.0,9.0,2.0,3.0,1.0,1021.0,1021.0,1024.0,1016.0,1015.0,1018.0,0.0,0.0,0.0
2016-12-08,20,29,11,20.0,20.0,19.0,7.0,6.0,6.0,1017.9,1018.6,1018.63,77.0,77.0,67.0,10.0,10.0,14.0,29.0,29.0,27.0,11.0,11.0,11.0,13.0,11.0,10.0,1.0,2.0,3.0,1020.0,1021.0,1021.0,1014.0,1016.0,1015.0,0.0,0.0,0.0
2016-12-09,20,29,11,20.0,20.0,20.0,10.0,7.0,6.0,1016.54,1017.9,1018.6,94.0,77.0,77.0,20.0,10.0,10.0,29.0,29.0,29.0,11.0,11.0,11.0,14.0,13.0,11.0,4.0,1.0,2.0,1019.0,1020.0,1021.0,1013.0,1014.0,1016.0,0.0,0.0,0.0
2016-12-10,20,29,12,20.0,20.0,20.0,10.0,10.0,7.0,1014.73,1016.54,1017.9,94.0,94.0,77.0,21.0,20.0,10.0,29.0,29.0,29.0,11.0,11.0,11.0,15.0,14.0,13.0,4.0,4.0,1.0,1017.0,1019.0,1020.0,1011.0,1013.0,1014.0,0.0,0.0,0.0
2016-12-11,22,29,14,20.0,20.0,20.0,10.0,10.0,10.0,1014.11,1014.73,1016.54,77.0,94.0,94.0,16.0,21.0,20.0,29.0,29.0,29.0,12.0,11.0,11.0,12.0,15.0,14.0,7.0,4.0,4.0,1017.0,1017.0,1019.0,1003.0,1011.0,1013.0,0.0,0.0,0.0
2016-12-12,20,27,13,22.0,20.0,20.0,9.0,10.0,10.0,1014.23,1014.11,1014.73,84.0,77.0,94.0,18.0,16.0,21.0,29.0,29.0,29.0,14.0,12.0,11.0,13.0,12.0,15.0,5.0,7.0,4.0,1017.0,1017.0,1017.0,1011.0,1003.0,1011.0,0.0,0.0,0.0
2016-12-13,20,26,15,20.0,22.0,20.0,11.0,9.0,10.0,1015.02,1014.23,1014.11,88.0,84.0,77.0,24.0,18.0,16.0,27.0,29.0,29.0,13.0,14.0,12.0,15.0,13.0,12.0,8.0,5.0,7.0,1018.0,1017.0,1017.0,1012.0,1011.0,1003.0,0.0,0.0,0.0
2016-12-14,20,26,14,20.0,20.0,22.0,11.0,11.0,9.0,1015.6,1015.02,1014.23,68.0,88.0,84.0,28.0,24.0,18.0,26.0,27.0,29.0,15.0,13.0,14.0,13.0,15.0,13.0,9.0,8.0,5.0,1018.0,1018.0,1017.0,1013.0,1012.0,1011.0,0.0,0.0,0.0
2016-12-15,18,26,11,20.0,20.0,20.0,11.0,11.0,11.0,1017.59,1015.6,1015.02,77.0,68.0,88.0,24.0,28.0,24.0,26.0,26.0,27.0,14.0,15.0,13.0,14.0,13.0,15.0,8.0,9.0,8.0,1020.0,1018.0,1018.0,1015.0,1013.0,1012.0,0.0,0.0,0.0
2016-12-16,18,26,10,18.0,20.0,20.0,5.0,11.0,11.0,1017.85,1017.59,1015.6,72.0,77.0,68.0,13.0,24.0,28.0,26.0,26.0,26.0,11.0,14.0,15.0,9.0,14.0,13.0,2.0,8.0,9.0,1021.0,1020.0,1018.0,1015.0,1015.0,1013.0,0.0,0.0,0.0
2016-12-17,18,26,10,18.0,18.0,20.0,6.0,5.0,11.0,1018.7,1017.85,1017.59,63.0,72.0,77.0,20.0,13.0,24.0,26.0,26.0,26.0,10.0,11.0,14.0,8.0,9.0,14.0,4.0,2.0,8.0,1022.0,1021.0,1020.0,1016.0,1015.0,1015.0,0.0,0.0,0.0
2016-12-18,18,26,11,18.0,18.0,18.0,8.0,6.0,5.0,1018.17,1018.7,1017.85,76.0,63.0,72.0,25.0,20.0,13.0,26.0,26.0,26.0,10.0,10.0,11.0,10.0,8.0,9.0,6.0,4.0,2.0,1021.0,1022.0,1021.0,1015.0,1016.0,1015.0,0.0,0.0,0.0
2016-12-19,17,25,9,18.0,18.0,18.0,7.0,8.0,6.0,1018.27,1018.17,1018.7,72.0,76.0,63.0,21.0,25.0,20.0,26.0,26.0,26.0,11.0,10.0,10.0,10.0,10.0,8.0,5.0,6.0,4.0,1020.0,1021.0,1022.0,1016.0,1015.0,1016.0,0.0,0.0,0.0
2016-12-20,18,27,8,17.0,18.0,18.0,5.0,7.0,8.0,1018.69,1018.27,1018.17,77.0,72.0,76.0,10.0,21.0,25.0,25.0,26.0,26.0,9.0,11.0,10.0,9.0,10.0,10.0,-3.0,5.0,6.0,1021.0,1020.0,1021.0,1016.0,1016.0,1015.0,0.0,0.0,0.0
2016-12-21,19,27,11,18.0,17.0,18.0,3.0,5.0,7.0,1017.83,1018.69,1018.27,71.0,77.0,72.0,12.0,10.0,21.0,27.0,25.0,26.0,8.0,9.0,11.0,8.0,9.0,10.0,-2.0,-3.0,5.0,1020.0,1021.0,1020.0,1014.0,1016.0,1016.0,0.0,0.0,0.0
2016-12-22,19,27,11,19.0,18.0,17.0,2.0,3.0,5.0,1017.8,1017.83,1018.69,51.0,71.0,77.0,10.0,12.0,10.0,27.0,27.0,25.0,11.0,8.0,9.0,8.0,8.0,9.0,-3.0,-2.0,-3.0,1021.0,1020.0,1021.0,1014.0,1014.0,1016.0,0.0,0.0,0.0
2016-12-23,19,28,10,19.0,19.0,18.0,2.0,2.0,3.0,1016.96,1017.8,1017.83,54.0,51.0,71.0,13.0,10.0,12.0,27.0,27.0,27.0,11.0,11.0,8.0,7.0,8.0,8.0,-3.0,-3.0,-2.0,1019.0,1021.0,1020.0,1012.0,1014.0,1014.0,0.0,0.0,0.0
2016-12-24,19,28,10,19.0,19.0,19.0,5.0,2.0,2.0,1014.98,1016.96,1017.8,67.0,54.0,51.0,10.0,13.0,10.0,28.0,27.0,27.0,10.0,11.0,11.0,10.0,7.0,8.0,1.0,-3.0,-3.0,1018.0,1019.0,1021.0,1011.0,1012.0,1014.0,0.0,0.0,0.0
2016-12-25,18,24,13,19.0,19.0,19.0,7.0,5.0,2.0,1011.96,1014.98,1016.96,76.0,67.0,54.0,14.0,10.0,13.0,28.0,28.0,27.0,10.0,10.0,11.0,10.0,10.0,7.0,2.0,1.0,-3.0,1015.0,1018.0,1019.0,1008.0,1011.0,1012.0,0.0,0.0,0.0
2016-12-26,18,25,12,18.0,19.0,19.0,3.0,7.0,5.0,1014.75,1011.96,1014.98,72.0,76.0,67.0,6.0,14.0,10.0,24.0,28.0,28.0,13.0,10.0,10.0,10.0,10.0,10.0,-9.0,2.0,1.0,1019.0,1015.0,1018.0,1010.0,1008.0,1011.0,0.0,0.0,0.0
2016-12-27,17,25,9,18.0,18.0,19.0,7.0,3.0,7.0,1017.92,1014.75,1011.96,88.0,72.0,76.0,23.0,6.0,14.0,25.0,24.0,28.0,12.0,13.0,10.0,11.0,10.0,10.0,2.0,-9.0,2.0,1020.0,1019.0,1015.0,1015.0,1010.0,1008.0,0.0,0.0,0.0
2016-12-28,18,27,10,17.0,18.0,18.0,6.0,7.0,3.0,1018.28,1017.92,1014.75,82.0,88.0,72.0,13.0,23.0,6.0,25.0,25.0,24.0,9.0,12.0,13.0,10.0,11.0,10.0,1.0,2.0,-9.0,1021.0,1020.0,1019.0,1015.0,1015.0,1010.0,0.0,0.0,0.0
2016-12-29,19,28,10,18.0,17.0,18.0,8.0,6.0,7.0,1016.87,1018.28,1017.92,82.0,82.0,88.0,16.0,13.0,23.0,27.0,25.0,25.0,10.0,9.0,12.0,11.0,10.0,11.0,4.0,1.0,2.0,1019.0,1021.0,1020.0,1013.0,1015.0,1015.0,0.0,0.0,0.0
2016-12-30,17,24,10,19.0,18.0,17.0,8.0,8.0,6.0,1016.75,1016.87,1018.28,94.0,82.0,82.0,11.0,16.0,13.0,28.0,27.0,25.0,10.0,10.0,9.0,13.0,11.0,10.0,0.0,4.0,1.0,1020.0,1019.0,1021.0,1013.0,1013.0,1015.0,0.0,0.0,0.0
2016-12-31,16,23,10,17.0,19.0,18.0,13.0,8.0,8.0,1017.06,1016.75,1016.87,100.0,94.0,82.0,43.0,11.0,16.0,24.0,28.0,27.0,10.0,10.0,10.0,16.0,13.0,11.0,10.0,0.0,4.0,1019.0,1020.0,1019.0,1014.0,1013.0,1013.0,0.0,0.0,0.0
2017-01-01,18,24,12,16.0,17.0,19.0,13.0,13.0,8.0,1015.7,1017.06,1016.75,100.0,100.0,94.0,45.0,43.0,11.0,23.0,24.0,28.0,10.0,10.0,10.0,17.0,16.0,13.0,11.0,10.0,0.0,1018.0,1019.0,1020.0,1012.0,1014.0,1013.0,0.0,0.0,0.0
2017-01-02,16,23,9,18.0,16.0,17.0,11.0,13.0,13.0,1015.67,1015.7,1017.06,100.0,100.0,100.0,31.0,45.0,43.0,24.0,23.0,24.0,12.0,10.0,10.0,15.0,17.0,16.0,7.0,11.0,10.0,1018.0,1018.0,1019.0,1013.0,1012.0,1014.0,0.0,0.0,0.0
2017-01-03,16,23,10,16.0,18.0,16.0,13.0,11.0,13.0,1018.75,1015.67,1015.7,100.0,100.0,100.0,47.0,31.0,45.0,23.0,24.0,23.0,9.0,12.0,10.0,15.0,15.0,17.0,11.0,7.0,11.0,1021.0,1018.0,1018.0,1017.0,1013.0,1012.0,0.0,0.0,0.0
2017-01-04,17,24,10,16.0,16.0,18.0,12.0,13.0,11.0,1019.15,1018.75,1015.67,100.0,100.0,100.0,38.0,47.0,31.0,23.0,23.0,24.0,10.0,9.0,12.0,14.0,15.0,15.0,10.0,11.0,7.0,1022.0,1021.0,1018.0,1016.0,1017.0,1013.0,0.0,0.0,0.0
2017-01-05,18,25,10,17.0,16.0,16.0,13.0,12.0,13.0,1016.93,1019.15,1018.75,100.0,100.0,100.0,41.0,38.0,47.0,24.0,23.0,23.0,10.0,10.0,9.0,16.0,14.0,15.0,10.0,10.0,11.0,1019.0,1022.0,1021.0,1014.0,1016.0,1017.0,0.0,0.0,0.0
